Transaction_ID,Date,Customer_Name,Transaction_Type,Product_Service,Amount,Tax,Payment_Method,Location,Account_Category,Notes
TXN-2427,2025-02-12,Chad Hall,Income,Rice Sale,24698,4198.66,Cash,Faisalabad,Revenue,Monthly bill
TXN-2428,2025-02-25,Kimberly Rivera,Income,Oil Sale,57988,9857.96,Cheque,Faisalabad,Revenue,Refund processed
TXN-2429,2025-01-29,Anne Glenn,Income,Rice Sale,31071,5282.07,Cheque,Islamabad,Revenue,Customer advance
TXN-2430,2025-02-07,Brandon Green,Refund,Supplier Refund,25629,0.0,Cheque,Karachi,Revenue Adjustment,Refund processed
TXN-2431,2025-02-07,Antonio Huerta,Liability,Utility Bill Due,49684,0.0,Bank Transfer,Islamabad,Long-term Liability,Paid to supplier
TXN-2432,2025-02-25,Henry Buchanan,Asset,New Machinery,52591,0.0,Card,Lahore,Current Asset,New equipment
TXN-2433,2025-02-13,Kayla Mullen,Income,Rice Sale,1360,231.2,Bank Transfer,Islamabad,Revenue,New equipment
TXN-2434,2025-02-08,Natalie Ward,Income,Oil Sale,76956,13082.52,Card,Islamabad,Revenue,Customer advance
TXN-2435,2025-04-01,Amanda Neal,Capital,Shareholder Equity,6138,0.0,Cheque,Faisalabad,Equity,Marketing campaign
TXN-2436,2025-03-01,Kevin Frederick,Asset,New Machinery,89242,0.0,Bank Transfer,Islamabad,Fixed Asset,Marketing campaign
TXN-2437,2025-02-13,Jordan Galvan,Refund,Customer Refund,84217,0.0,Bank Transfer,Lahore,Revenue Adjustment,Customer advance
TXN-2438,2025-03-04,Erica Jones,Asset,Vehicle Purchase,90534,0.0,Card,Islamabad,Fixed Asset,Paid to supplier
TXN-2439,2025-02-02,Kelli Robinson,Liability,Supplier Credit,76017,0.0,Cheque,Karachi,Long-term Liability,Refund processed
TXN-2440,2025-02-20,Anthony Davis,Asset,New Machinery,17526,0.0,Cash,Faisalabad,Current Asset,Monthly bill
TXN-2441,2025-04-11,Benjamin Sullivan,Expense,Supplier Payment,70700,0.0,Cheque,Islamabad,Administrative Expense,Paid to supplier
TXN-2442,2025-02-15,Kimberly Fernandez,Asset,New Machinery,81596,0.0,Card,Lahore,Fixed Asset,New equipment
TXN-2443,2025-01-23,Heather Wiley,Liability,Supplier Credit,33343,0.0,Cash,Lahore,Short-term Liability,Customer advance
TXN-2444,2025-03-04,Edward Nelson,Expense,Supplier Payment,14489,0.0,Cheque,Islamabad,Administrative Expense,Customer advance
TXN-2445,2025-02-12,Jeffery Williams MD,Liability,Supplier Credit,56200,0.0,Cheque,Lahore,Short-term Liability,Marketing campaign
TXN-2446,2025-03-12,Alexandra Jones,Capital,Owner Investment,73451,0.0,Cash,Karachi,Equity,New equipment
TXN-2447,2025-03-02,Frances Walker,Expense,Marketing,72854,0.0,Card,Faisalabad,Operating Expense,Refund processed
TXN-2448,2025-03-11,Ian Harrington,Income,Sugar Sale,97228,16528.76,Bank Transfer,Karachi,Revenue,Loan installment
TXN-2449,2025-02-10,Xavier Andrews,Capital,Owner Investment,96221,0.0,Cash,Karachi,Equity,Marketing campaign
TXN-2450,2025-02-05,Albert Hatfield,Refund,Customer Refund,54148,0.0,Cash,Islamabad,Revenue Adjustment,Loan installment
TXN-2451,2025-03-18,Douglas Smith,Refund,Supplier Refund,79934,0.0,Cheque,Lahore,Revenue Adjustment,Loan installment
TXN-2452,2025-02-01,Scott Thomas,Asset,Furniture,18608,0.0,Cash,Lahore,Current Asset,Paid to supplier
TXN-2453,2025-02-10,Samantha Harvey DVM,Expense,Marketing,84330,0.0,Cheque,Karachi,Operating Expense,Customer advance
TXN-2454,2025-04-10,Veronica Ortiz,Expense,Supplier Payment,53165,0.0,Bank Transfer,Lahore,Operating Expense,Refund processed
TXN-2455,2025-02-20,Nancy Davis,Asset,Furniture,16072,0.0,Card,Islamabad,Fixed Asset,Marketing campaign
TXN-2456,2025-02-22,Eric Anderson,Capital,Partner Fund,63896,0.0,Bank Transfer,Karachi,Equity,New equipment
TXN-2457,2025-04-07,Shane Hughes,Asset,Shop Inventory,35287,0.0,Card,Lahore,Current Asset,Paid to supplier
TXN-2458,2025-01-31,David Norris DDS,Refund,Customer Refund,84554,0.0,Cheque,Faisalabad,Revenue Adjustment,Monthly bill
TXN-2459,2025-03-24,Margaret Simon,Asset,Vehicle Purchase,12783,0.0,Cash,Karachi,Fixed Asset,Paid to supplier
TXN-2460,2025-02-15,Natasha Hughes,Expense,Shop Rent,12629,0.0,Bank Transfer,Islamabad,Administrative Expense,Refund processed
TXN-2461,2025-03-24,Shannon Spencer,Liability,Tax Payable,6175,0.0,Cheque,Islamabad,Short-term Liability,New equipment
TXN-2462,2025-03-14,Kathy Schneider,Expense,Electricity Bill,9126,0.0,Cash,Karachi,Operating Expense,New equipment
TXN-2463,2025-02-01,Caleb Davila,Liability,Tax Payable,22654,0.0,Bank Transfer,Lahore,Long-term Liability,Monthly bill
TXN-2464,2025-02-12,Cody Hernandez,Asset,Shop Inventory,59456,0.0,Cheque,Lahore,Fixed Asset,Loan installment
TXN-2465,2025-01-28,Omar Friedman,Expense,Shop Rent,39985,0.0,Bank Transfer,Faisalabad,Operating Expense,Loan installment
TXN-2466,2025-01-28,Nicole Moreno,Refund,Customer Refund,74373,0.0,Cash,Lahore,Revenue Adjustment,New equipment
TXN-2467,2025-03-12,Tony Smith,Liability,Tax Payable,61311,0.0,Cheque,Islamabad,Long-term Liability,Monthly bill
TXN-2468,2025-02-18,Tracey Collins,Income,Flour Sale,314,53.38,Cheque,Faisalabad,Revenue,Loan installment
TXN-2469,2025-02-20,Laura Mckenzie,Refund,Customer Refund,53117,0.0,Cheque,Lahore,Revenue Adjustment,New equipment
TXN-2470,2025-02-03,Beth Foley,Liability,Tax Payable,91649,0.0,Cheque,Karachi,Short-term Liability,Loan installment
TXN-2471,2025-02-13,Alec Woods,Income,Sugar Sale,59486,10112.62,Card,Karachi,Revenue,Marketing campaign
TXN-2472,2025-02-03,Wayne Coffey,Refund,Customer Refund,81714,0.0,Card,Lahore,Revenue Adjustment,Loan installment
TXN-2473,2025-02-21,Sherri Smith,Expense,Staff Salary,17821,0.0,Card,Lahore,Operating Expense,Loan installment
TXN-2474,2025-03-02,Daniel Huber,Refund,Supplier Refund,71019,0.0,Bank Transfer,Faisalabad,Revenue Adjustment,Marketing campaign
TXN-2475,2025-02-23,Brent Joseph,Liability,Utility Bill Due,25050,0.0,Bank Transfer,Faisalabad,Long-term Liability,Marketing campaign
TXN-2476,2025-02-26,Glenn Roth,Expense,Marketing,35674,0.0,Card,Karachi,Administrative Expense,Monthly bill
TXN-2477,2025-02-07,Tara Johnson,Refund,Supplier Refund,82416,0.0,Cash,Karachi,Revenue Adjustment,Monthly bill
TXN-2478,2025-03-13,Holly Moore,Income,Sugar Sale,16191,2752.47,Cash,Faisalabad,Revenue,Monthly bill
TXN-2479,2025-04-11,Lori Robles,Expense,Marketing,83953,0.0,Cash,Karachi,Operating Expense,New equipment
TXN-2480,2025-03-27,Jonathan Allen,Capital,Owner Investment,72199,0.0,Cash,Karachi,Equity,Refund processed
TXN-2481,2025-01-18,Heather Jackson,Liability,Tax Payable,36237,0.0,Cash,Islamabad,Long-term Liability,Loan installment
TXN-2482,2025-01-17,Robert Williams,Income,Wheat Sale,27900,4743.0,Card,Islamabad,Revenue,Loan installment
TXN-2483,2025-03-28,Cassandra Wallace,Capital,Shareholder Equity,38302,0.0,Bank Transfer,Islamabad,Equity,Paid to supplier
TXN-2484,2025-02-16,Scott Patel,Capital,Owner Investment,53845,0.0,Bank Transfer,Lahore,Equity,Paid to supplier
TXN-2485,2025-03-29,Karen Rose,Expense,Electricity Bill,79377,0.0,Cash,Lahore,Administrative Expense,Refund processed
TXN-2486,2025-03-30,Jennifer Jones,Capital,Partner Fund,20307,0.0,Card,Lahore,Equity,Paid to supplier
TXN-2487,2025-02-19,Juan Brooks,Refund,Customer Refund,44420,0.0,Card,Islamabad,Revenue Adjustment,Loan installment
TXN-2488,2025-04-09,John Campos,Capital,Shareholder Equity,92734,0.0,Card,Faisalabad,Equity,Monthly bill
TXN-2489,2025-03-08,Laura Gamble,Refund,Customer Refund,73711,0.0,Card,Islamabad,Revenue Adjustment,Customer advance
TXN-2490,2025-03-21,Caroline Bell,Capital,Partner Fund,23021,0.0,Cash,Faisalabad,Equity,Customer advance
TXN-2491,2025-03-25,Troy Howard,Refund,Supplier Refund,78712,0.0,Card,Faisalabad,Revenue Adjustment,Monthly bill
TXN-2492,2025-03-11,Julie Jackson,Refund,Supplier Refund,23979,0.0,Card,Faisalabad,Revenue Adjustment,Refund processed
TXN-2493,2025-03-20,Brandon Mills,Asset,New Machinery,96136,0.0,Cheque,Faisalabad,Fixed Asset,Monthly bill
TXN-2494,2025-01-26,Nicolas Maldonado,Income,Oil Sale,34847,5923.99,Bank Transfer,Karachi,Revenue,Refund processed
TXN-2495,2025-01-29,Sherry Gray,Expense,Staff Salary,56914,0.0,Cash,Islamabad,Operating Expense,Marketing campaign
TXN-2496,2025-02-16,Pamela Brown,Asset,Furniture,31073,0.0,Cheque,Faisalabad,Current Asset,Refund processed
TXN-2497,2025-04-02,Christine Castaneda MD,Refund,Customer Refund,28468,0.0,Card,Faisalabad,Revenue Adjustment,Refund processed
TXN-2498,2025-02-01,Katherine Robinson,Capital,Shareholder Equity,20022,0.0,Cheque,Islamabad,Equity,Paid to supplier
TXN-2499,2025-03-19,Eric Frederick,Asset,Vehicle Purchase,8936,0.0,Bank Transfer,Islamabad,Current Asset,Loan installment
TXN-2500,2025-02-24,Timothy Eaton,Expense,Supplier Payment,40058,0.0,Bank Transfer,Faisalabad,Administrative Expense,Loan installment
TXN-2501,2025-02-13,Noah Gordon,Refund,Customer Refund,27376,0.0,Cheque,Faisalabad,Revenue Adjustment,Refund processed
TXN-2502,2025-01-17,Andres Hill,Income,Wheat Sale,87417,14860.89,Cash,Faisalabad,Revenue,Loan installment
TXN-2503,2025-03-16,Erin Brown,Income,Flour Sale,27054,4599.18,Card,Karachi,Revenue,Loan installment
TXN-2504,2025-01-29,Phillip Wong,Asset,Furniture,9618,0.0,Card,Karachi,Fixed Asset,Customer advance
TXN-2505,2025-02-01,Kristen Wright,Income,Sugar Sale,84803,14416.51,Cash,Lahore,Revenue,Marketing campaign
TXN-2506,2025-03-07,Sherri Carter,Refund,Supplier Refund,7204,0.0,Bank Transfer,Islamabad,Revenue Adjustment,Loan installment
TXN-2507,2025-03-30,Samantha Riddle,Asset,New Machinery,76626,0.0,Card,Faisalabad,Current Asset,New equipment
TXN-2508,2025-02-19,Manuel King,Refund,Supplier Refund,17936,0.0,Bank Transfer,Lahore,Revenue Adjustment,Customer advance
TXN-2509,2025-02-09,Tyler Davis,Asset,Shop Inventory,13704,0.0,Bank Transfer,Islamabad,Fixed Asset,Customer advance
TXN-2510,2025-02-09,Victoria Perez,Expense,Electricity Bill,60147,0.0,Card,Lahore,Operating Expense,Loan installment
TXN-2511,2025-04-03,Andrew Fisher,Income,Oil Sale,49098,8346.66,Cash,Lahore,Revenue,Marketing campaign
TXN-2512,2025-02-23,Aaron Baker,Liability,Tax Payable,45787,0.0,Bank Transfer,Islamabad,Short-term Liability,Customer advance
TXN-2513,2025-03-19,Kathryn Barber,Asset,Vehicle Purchase,14432,0.0,Bank Transfer,Islamabad,Current Asset,Paid to supplier
TXN-2514,2025-01-17,Terry Lee,Income,Flour Sale,47570,8086.9,Cheque,Faisalabad,Revenue,Marketing campaign
TXN-2515,2025-03-02,Miranda Bray,Capital,Shareholder Equity,20565,0.0,Bank Transfer,Karachi,Equity,Paid to supplier
TXN-2516,2025-02-19,Mrs. Cheryl Dodson,Expense,Staff Salary,30373,0.0,Cash,Karachi,Operating Expense,Paid to supplier
TXN-2517,2025-04-09,Kelly Henry,Income,Rice Sale,42409,7209.53,Card,Karachi,Revenue,Refund processed
TXN-2518,2025-03-24,Kyle Carey,Capital,Owner Investment,45932,0.0,Cash,Islamabad,Equity,Refund processed
TXN-2519,2025-03-24,Michelle Rivera,Expense,Marketing,41629,0.0,Cash,Karachi,Operating Expense,Refund processed
TXN-2520,2025-04-15,Tanner Reed,Capital,Shareholder Equity,55156,0.0,Cheque,Faisalabad,Equity,Monthly bill
TXN-2521,2025-04-07,Kelly Ortiz,Capital,Owner Investment,67207,0.0,Card,Faisalabad,Equity,Paid to supplier
TXN-2522,2025-04-14,Benjamin Garcia,Asset,Furniture,5249,0.0,Bank Transfer,Islamabad,Fixed Asset,Paid to supplier
TXN-2523,2025-03-31,Stephanie Johns,Income,Sugar Sale,73924,12567.08,Cheque,Islamabad,Revenue,Marketing campaign
TXN-2524,2025-02-23,Katrina Smith,Refund,Customer Refund,82350,0.0,Bank Transfer,Karachi,Revenue Adjustment,Marketing campaign
TXN-2525,2025-01-31,Linda Scott,Liability,Tax Payable,7333,0.0,Cash,Karachi,Short-term Liability,Customer advance
TXN-2526,2025-02-27,Annette Wise,Refund,Customer Refund,10972,0.0,Cash,Islamabad,Revenue Adjustment,Customer advance
TXN-2527,2025-04-08,Jon Lawrence,Asset,New Machinery,55023,0.0,Bank Transfer,Faisalabad,Current Asset,Loan installment
TXN-2528,2025-02-14,David Lee,Expense,Supplier Payment,69042,0.0,Card,Karachi,Administrative Expense,Customer advance
TXN-2529,2025-01-18,Christina Roth,Income,Sugar Sale,99438,16904.46,Cheque,Islamabad,Revenue,Paid to supplier
TXN-2530,2025-02-21,Paul Smith,Liability,Bank Loan,59467,0.0,Cash,Karachi,Short-term Liability,Refund processed
TXN-2531,2025-02-19,Kevin Cannon,Refund,Customer Refund,96356,0.0,Bank Transfer,Lahore,Revenue Adjustment,Monthly bill
TXN-2532,2025-02-07,Jennifer Evans,Income,Wheat Sale,58058,9869.86,Cheque,Karachi,Revenue,Paid to supplier
TXN-2533,2025-02-11,Michelle Sosa,Capital,Shareholder Equity,42890,0.0,Cash,Lahore,Equity,Marketing campaign
TXN-2534,2025-03-12,Dylan Horn,Asset,Shop Inventory,22521,0.0,Cheque,Islamabad,Current Asset,Refund processed
TXN-2535,2025-02-25,Michael Frey,Income,Wheat Sale,37174,6319.58,Bank Transfer,Lahore,Revenue,New equipment
TXN-2536,2025-02-02,Melissa Hendrix,Liability,Utility Bill Due,81993,0.0,Card,Lahore,Long-term Liability,New equipment
TXN-2537,2025-02-10,Cynthia Bond,Capital,Partner Fund,31106,0.0,Cash,Lahore,Equity,Refund processed
TXN-2538,2025-03-04,Angela Gross,Asset,New Machinery,52657,0.0,Cheque,Lahore,Current Asset,Customer advance
TXN-2539,2025-02-19,James Briggs,Expense,Staff Salary,78334,0.0,Cheque,Faisalabad,Operating Expense,Loan installment
TXN-2540,2025-02-16,Tyler Moore,Liability,Supplier Credit,8881,0.0,Card,Islamabad,Long-term Liability,Monthly bill
TXN-2541,2025-01-23,Nichole Davis,Income,Rice Sale,98394,16726.98,Bank Transfer,Islamabad,Revenue,Monthly bill
TXN-2542,2025-02-13,Walter Hardy,Income,Sugar Sale,18519,3148.23,Bank Transfer,Karachi,Revenue,Paid to supplier
TXN-2543,2025-02-06,John Moore,Expense,Supplier Payment,5383,0.0,Cheque,Karachi,Operating Expense,Customer advance
TXN-2544,2025-03-13,Samantha Hamilton,Asset,Furniture,50100,0.0,Card,Islamabad,Current Asset,Marketing campaign
TXN-2545,2025-01-22,Russell Anderson,Liability,Tax Payable,31011,0.0,Bank Transfer,Faisalabad,Long-term Liability,Refund processed
TXN-2546,2025-01-27,Carolyn Greene,Refund,Customer Refund,30882,0.0,Card,Faisalabad,Revenue Adjustment,Loan installment
TXN-2547,2025-02-17,Samantha Williams,Liability,Utility Bill Due,515,0.0,Card,Islamabad,Long-term Liability,New equipment
TXN-2548,2025-03-27,Mr. Joshua Hernandez,Capital,Shareholder Equity,92742,0.0,Cheque,Faisalabad,Equity,Customer advance
TXN-2549,2025-03-07,Curtis Elliott,Asset,Furniture,78754,0.0,Cheque,Lahore,Current Asset,Refund processed
TXN-2550,2025-03-09,Taylor Lopez,Expense,Shop Rent,80008,0.0,Card,Islamabad,Administrative Expense,Customer advance
TXN-2551,2025-01-27,Debra Moran,Capital,Owner Investment,69267,0.0,Bank Transfer,Islamabad,Equity,New equipment
TXN-2552,2025-02-18,Lori Lee,Asset,Vehicle Purchase,25174,0.0,Cheque,Lahore,Fixed Asset,Paid to supplier
TXN-2553,2025-03-01,Denise Jackson,Refund,Supplier Refund,91368,0.0,Cheque,Lahore,Revenue Adjustment,New equipment
TXN-2554,2025-01-20,Matthew Sanford,Income,Wheat Sale,70520,11988.4,Card,Lahore,Revenue,Marketing campaign
TXN-2555,2025-02-09,Brian Reyes,Expense,Marketing,62997,0.0,Cash,Islamabad,Administrative Expense,Paid to supplier
TXN-2556,2025-04-11,Corey Jenkins,Refund,Customer Refund,34751,0.0,Card,Faisalabad,Revenue Adjustment,Monthly bill
TXN-2557,2025-01-24,Catherine Conrad,Capital,Partner Fund,29069,0.0,Cheque,Karachi,Equity,Customer advance
TXN-2558,2025-02-24,Heather Murphy,Capital,Shareholder Equity,76118,0.0,Card,Islamabad,Equity,Loan installment
TXN-2559,2025-01-21,Shirley Garcia,Liability,Utility Bill Due,45012,0.0,Bank Transfer,Faisalabad,Short-term Liability,Refund processed
TXN-2560,2025-04-08,Dean Burton,Refund,Customer Refund,4908,0.0,Cash,Karachi,Revenue Adjustment,Customer advance
TXN-2561,2025-03-03,Andrea Ingram,Asset,Vehicle Purchase,18783,0.0,Bank Transfer,Islamabad,Fixed Asset,Refund processed
TXN-2562,2025-02-03,Kelly Thornton,Expense,Marketing,57944,0.0,Cheque,Islamabad,Operating Expense,Refund processed
TXN-2563,2025-04-09,Chelsea Wilkinson,Capital,Shareholder Equity,26109,0.0,Cash,Islamabad,Equity,Monthly bill
TXN-2564,2025-03-02,Isaiah Mcmahon,Asset,Shop Inventory,25140,0.0,Cheque,Karachi,Fixed Asset,New equipment
TXN-2565,2025-03-08,Brian Sullivan,Liability,Tax Payable,37483,0.0,Card,Karachi,Short-term Liability,Refund processed
TXN-2566,2025-03-09,Jacqueline Hendricks,Income,Wheat Sale,94721,16102.57,Cash,Faisalabad,Revenue,Customer advance
TXN-2567,2025-04-11,Kristopher Cooper,Asset,Shop Inventory,76694,0.0,Cash,Islamabad,Fixed Asset,Marketing campaign
TXN-2568,2025-02-02,Charles Parker,Refund,Supplier Refund,39318,0.0,Bank Transfer,Lahore,Revenue Adjustment,New equipment
TXN-2569,2025-01-29,Maureen Ellis,Asset,Shop Inventory,64474,0.0,Bank Transfer,Lahore,Current Asset,Refund processed
TXN-2570,2025-04-06,Angela Taylor,Liability,Supplier Credit,98753,0.0,Card,Faisalabad,Long-term Liability,Paid to supplier
TXN-2571,2025-03-26,Amy Houston,Refund,Customer Refund,54604,0.0,Bank Transfer,Karachi,Revenue Adjustment,Marketing campaign
TXN-2572,2025-02-13,Laura Murray,Capital,Shareholder Equity,85361,0.0,Cheque,Islamabad,Equity,Paid to supplier
TXN-2573,2025-02-23,Jennifer Fischer,Asset,New Machinery,52407,0.0,Card,Lahore,Current Asset,New equipment
TXN-2574,2025-03-04,Carla Phillips,Expense,Electricity Bill,34760,0.0,Bank Transfer,Karachi,Administrative Expense,Loan installment
TXN-2575,2025-03-27,Breanna Medina,Income,Flour Sale,60481,10281.77,Bank Transfer,Lahore,Revenue,Customer advance
TXN-2576,2025-03-25,John Moon,Expense,Staff Salary,47482,0.0,Cheque,Islamabad,Operating Expense,Loan installment
TXN-2577,2025-03-13,Dennis Harris,Expense,Supplier Payment,65619,0.0,Cheque,Faisalabad,Administrative Expense,Marketing campaign
TXN-2578,2025-04-02,Gina Kim,Income,Sugar Sale,76316,12973.72,Bank Transfer,Faisalabad,Revenue,Refund processed
TXN-2579,2025-03-15,Heidi Smith,Capital,Owner Investment,64747,0.0,Bank Transfer,Islamabad,Equity,Customer advance
TXN-2580,2025-03-04,Tonya Jones,Liability,Utility Bill Due,216,0.0,Card,Karachi,Long-term Liability,Loan installment
TXN-2581,2025-03-20,Todd Oliver,Liability,Bank Loan,49585,0.0,Cheque,Islamabad,Short-term Liability,Loan installment
TXN-2582,2025-03-11,Melissa Price,Income,Wheat Sale,96388,16385.96,Cheque,Karachi,Revenue,Paid to supplier
TXN-2583,2025-02-22,Jamie Jackson,Liability,Bank Loan,54472,0.0,Cheque,Karachi,Short-term Liability,Customer advance
TXN-2584,2025-03-27,Sarah Conner,Refund,Customer Refund,56784,0.0,Card,Faisalabad,Revenue Adjustment,Monthly bill
TXN-2585,2025-04-14,Jessica Moreno,Capital,Owner Investment,48986,0.0,Cash,Islamabad,Equity,Refund processed
TXN-2586,2025-01-24,Collin Haley,Liability,Tax Payable,99156,0.0,Cheque,Karachi,Short-term Liability,Marketing campaign
TXN-2587,2025-02-04,Robert Roberts,Liability,Utility Bill Due,81437,0.0,Cheque,Faisalabad,Long-term Liability,New equipment
TXN-2588,2025-04-08,Nathan Cooper,Expense,Shop Rent,15144,0.0,Cheque,Islamabad,Administrative Expense,Monthly bill
TXN-2589,2025-01-21,Cynthia Lee,Capital,Owner Investment,67087,0.0,Cash,Islamabad,Equity,Customer advance
TXN-2590,2025-01-28,Jason Morales,Liability,Supplier Credit,65904,0.0,Card,Karachi,Short-term Liability,Loan installment
TXN-2591,2025-04-12,Randy Miller,Expense,Supplier Payment,45366,0.0,Cash,Karachi,Operating Expense,Loan installment
TXN-2592,2025-01-20,Bradley Hamilton,Capital,Owner Investment,75769,0.0,Cash,Islamabad,Equity,Refund processed
TXN-2593,2025-04-14,Rhonda Jordan,Refund,Supplier Refund,79729,0.0,Cheque,Karachi,Revenue Adjustment,Refund processed
TXN-2594,2025-01-22,Daryl Warner,Liability,Tax Payable,53432,0.0,Cash,Lahore,Short-term Liability,New equipment
TXN-2595,2025-03-18,Yvonne Cook,Refund,Customer Refund,51476,0.0,Cash,Islamabad,Revenue Adjustment,Marketing campaign
TXN-2596,2025-01-19,Amanda Hill,Liability,Utility Bill Due,57139,0.0,Bank Transfer,Islamabad,Short-term Liability,Monthly bill
TXN-2597,2025-01-26,Julia Meyer,Asset,New Machinery,17086,0.0,Cash,Islamabad,Fixed Asset,Refund processed
TXN-2598,2025-01-28,Edward Mcknight,Expense,Staff Salary,99895,0.0,Cheque,Karachi,Operating Expense,New equipment
TXN-2599,2025-04-09,Douglas Peterson,Liability,Tax Payable,15335,0.0,Bank Transfer,Faisalabad,Short-term Liability,Loan installment
TXN-2600,2025-03-16,Samantha Garcia,Capital,Shareholder Equity,63742,0.0,Cheque,Lahore,Equity,Refund processed
TXN-2601,2025-01-18,Mitchell Myers,Asset,Shop Inventory,57174,0.0,Card,Karachi,Current Asset,New equipment
TXN-2602,2025-03-02,Thomas Hays,Liability,Utility Bill Due,9411,0.0,Cash,Karachi,Long-term Liability,Refund processed
TXN-2603,2025-04-02,Chloe Blackburn,Refund,Supplier Refund,36232,0.0,Bank Transfer,Karachi,Revenue Adjustment,Marketing campaign
TXN-2604,2025-01-31,Michael Sandoval,Liability,Supplier Credit,9016,0.0,Cheque,Lahore,Short-term Liability,Customer advance
TXN-2605,2025-02-18,Andrea Garcia,Asset,Vehicle Purchase,59895,0.0,Bank Transfer,Lahore,Current Asset,Paid to supplier
TXN-2606,2025-03-21,Maria Hernandez,Capital,Owner Investment,9785,0.0,Cheque,Lahore,Equity,Loan installment
TXN-2607,2025-02-11,Leonard Vasquez,Liability,Utility Bill Due,80264,0.0,Cheque,Lahore,Short-term Liability,Customer advance
TXN-2608,2025-03-11,Jonathan Tucker,Expense,Marketing,34181,0.0,Card,Faisalabad,Administrative Expense,Paid to supplier
TXN-2609,2025-03-30,David Brooks,Income,Wheat Sale,34584,5879.28,Card,Islamabad,Revenue,Monthly bill
TXN-2610,2025-04-08,Margaret Martin,Asset,Furniture,37651,0.0,Card,Islamabad,Fixed Asset,Customer advance
TXN-2611,2025-04-05,Devin Rodriguez,Expense,Supplier Payment,80598,0.0,Cheque,Faisalabad,Operating Expense,Marketing campaign
TXN-2612,2025-03-07,Chad Watson,Liability,Tax Payable,59065,0.0,Cheque,Lahore,Long-term Liability,Monthly bill
TXN-2613,2025-03-08,Chad Boyer,Expense,Electricity Bill,21905,0.0,Card,Lahore,Administrative Expense,New equipment
TXN-2614,2025-01-30,James Anderson,Asset,New Machinery,21128,0.0,Card,Lahore,Fixed Asset,Paid to supplier
TXN-2615,2025-04-14,Jonathan Lara,Refund,Supplier Refund,49145,0.0,Card,Islamabad,Revenue Adjustment,Paid to supplier
TXN-2616,2025-03-29,Kimberly Atkins,Refund,Supplier Refund,95562,0.0,Card,Karachi,Revenue Adjustment,Paid to supplier
TXN-2617,2025-02-07,Danielle Clark,Liability,Utility Bill Due,39370,0.0,Bank Transfer,Karachi,Short-term Liability,Monthly bill
TXN-2618,2025-02-04,Kimberly Rogers,Capital,Partner Fund,91326,0.0,Cheque,Lahore,Equity,Loan installment
TXN-2619,2025-01-17,Matthew Hogan,Asset,Shop Inventory,6974,0.0,Card,Faisalabad,Current Asset,Customer advance
TXN-2620,2025-02-09,Alexandria Lopez,Income,Rice Sale,29967,5094.39,Card,Karachi,Revenue,Monthly bill
TXN-2621,2025-04-15,Sandra Holland,Refund,Supplier Refund,2908,0.0,Bank Transfer,Faisalabad,Revenue Adjustment,Refund processed
TXN-2622,2025-03-14,George Roberson,Liability,Tax Payable,25553,0.0,Cheque,Karachi,Long-term Liability,Paid to supplier
TXN-2623,2025-04-10,David Rodriguez,Refund,Supplier Refund,26854,0.0,Bank Transfer,Lahore,Revenue Adjustment,Loan installment
TXN-2624,2025-04-07,Cynthia Ballard,Expense,Electricity Bill,61418,0.0,Bank Transfer,Islamabad,Operating Expense,Paid to supplier
TXN-2625,2025-02-24,Alexandria Rivera,Capital,Shareholder Equity,30070,0.0,Cheque,Karachi,Equity,Refund processed
TXN-2626,2025-03-29,Scott Roman,Expense,Electricity Bill,77085,0.0,Cash,Lahore,Administrative Expense,Marketing campaign
TXN-2627,2025-01-27,William Bailey,Income,Flour Sale,82379,14004.43,Card,Faisalabad,Revenue,Monthly bill
TXN-2628,2025-03-19,Jessica Ellison,Capital,Partner Fund,58953,0.0,Bank Transfer,Faisalabad,Equity,Loan installment
TXN-2629,2025-01-30,Stephen Velazquez,Expense,Marketing,48013,0.0,Cash,Karachi,Administrative Expense,Refund processed
TXN-2630,2025-02-27,John Parker,Income,Rice Sale,69154,11756.18,Cash,Islamabad,Revenue,Refund processed
TXN-2631,2025-03-19,Anthony Franklin,Asset,Shop Inventory,62893,0.0,Card,Faisalabad,Fixed Asset,Monthly bill
TXN-2632,2025-03-02,Peter Fox,Capital,Owner Investment,76154,0.0,Bank Transfer,Islamabad,Equity,Marketing campaign
TXN-2633,2025-03-08,Johnny Pittman,Income,Rice Sale,32618,5545.06,Card,Lahore,Revenue,Refund processed
TXN-2634,2025-04-13,Kyle Ortega,Liability,Supplier Credit,19838,0.0,Cheque,Lahore,Short-term Liability,Loan installment
TXN-2635,2025-03-01,Courtney Pham,Capital,Shareholder Equity,76978,0.0,Cheque,Karachi,Equity,New equipment
TXN-2636,2025-02-28,Dalton Shelton,Liability,Tax Payable,28210,0.0,Card,Karachi,Long-term Liability,Loan installment
TXN-2637,2025-01-28,Lindsey Reilly,Asset,Shop Inventory,23993,0.0,Cheque,Karachi,Current Asset,Marketing campaign
TXN-2638,2025-01-19,Paul Brown,Liability,Utility Bill Due,59142,0.0,Card,Karachi,Short-term Liability,New equipment
TXN-2639,2025-04-16,Julie Jefferson,Capital,Owner Investment,86900,0.0,Bank Transfer,Faisalabad,Equity,New equipment
TXN-2640,2025-03-11,Carrie Thompson,Income,Sugar Sale,30710,5220.7,Bank Transfer,Faisalabad,Revenue,Monthly bill
